iter	Logloss
152	0.1204813329
153	0.1195475335
154	0.1184154592
155	0.1174705022
156	0.1166383713
157	0.1158545307
158	0.1151148287
159	0.1142823677
160	0.1134836387
161	0.1125615933
162	0.1117402239
163	0.1108167773
164	0.1100056578
165	0.1091700695
166	0.1084022212
167	0.1075203295
168	0.1067184371
169	0.1060312043
170	0.1052949866
171	0.1044681738
172	0.1035782051
173	0.1030150725
174	0.102326082
175	0.1014852577
176	0.1008346495
177	0.1001104296
178	0.0995025573
179	0.09880203117
180	0.09802215285
181	0.09715128142
182	0.09671686951
183	0.096176234
184	0.09566381278
185	0.09498127519
186	0.09450844965
187	0.0940063048
188	0.09347658181
189	0.09260869877
190	0.09198471535
191	0.09151449711
192	0.09112922821
193	0.09056178178
194	0.09000122973
195	0.08915131152
196	0.08838217943
197	0.08777125814
198	0.08709043136
199	0.08663623411
200	0.08614524817
201	0.08565259309
202	0.08522921061
203	0.08472694754
204	0.08439872926
205	0.08386790704
206	0.08335639262
207	0.08274595815
208	0.08234637645
209	0.08196244655
210	0.08148064802
211	0.080935902
212	0.08053430089
213	0.08009307345
214	0.07969597961
215	0.07932638405
216	0.07888138957
217	0.07850704338
218	0.07807353741
219	0.07767640862
220	0.07736367458
221	0.07708557629
222	0.07655496054
223	0.07618616157
224	0.07581909229
225	0.07525862568
226	0.07482018515
227	0.07421559391
228	0.07370903828
229	0.0733539408
230	0.07298147025
231	0.07256733726
232	0.07207586516
233	0.07163439513
234	0.07121177663
235	0.07079285867
236	0.07045794607
237	0.0700899125
238	0.06976765048
239	0.06935901858
240	0.06881026764
241	0.06860360888
242	0.068261503
243	0.06792495388
244	0.06766192539
245	0.06717857619
246	0.06685903855
247	0.06655952295
248	0.06614124299
249	0.06586745023
250	0.06560276218
251	0.0651093942
252	0.0647626059
253	0.0643991019
254	0.06403963847
255	0.06362806095
256	0.06331348761
257	0.06288236652
258	0.06256683514
259	0.06233775116
260	0.06205494606
261	0.0617986884
262	0.06151879313
263	0.06123622805
264	0.06100482698
265	0.06064925144
266	0.06040450598
267	0.06009315163
268	0.05977834993
269	0.05951850745
270	0.05911171342
271	0.05877669984
272	0.05850175627
273	0.05813131589
274	0.05780780707
275	0.05753867823
276	0.05727513479
277	0.05704909046
278	0.05679046147
279	0.05647160884
280	0.05622136836
281	0.0560101029
282	0.05577423198
283	0.0555483449
284	0.05517503243
285	0.05491196528
286	0.05472768838
287	0.05446381091
288	0.0542370906
289	0.0539843779
290	0.05369955103
291	0.05346061439
292	0.05323114628
293	0.05297911921
294	0.05280048328
295	0.05249951993
296	0.05223124952
297	0.0520001206
298	0.05177841812
299	0.0514839936
300	0.05122296832
301	0.05107433816
302	0.05081354348
303	0.05055032186
304	0.05033288715
305	0.05004845748
306	0.04984791818
307	0.04969305648
308	0.04946977448
309	0.04924590534
310	0.0490415191
311	0.04886893305
312	0.04866314083
313	0.04838138482
314	0.04817597637
315	0.04798101603
316	0.04787490314
317	0.04767202737
318	0.04748157085
319	0.04725022822
320	0.04697605582
321	0.04679382946
322	0.04663117698
323	0.04647967473
324	0.04625231082
325	0.04603666342
326	0.04586824511
327	0.04563505902
328	0.04548749058
329	0.04525339167
330	0.04502527931
331	0.04485239988
332	0.04468886738
333	0.04440886094
334	0.04425753678
335	0.04409554722
336	0.04395693252
337	0.04380123102
338	0.04359893567
339	0.04339480501
340	0.04322097405
341	0.04303945265
342	0.04288872947
343	0.04268293689
344	0.04247578532
345	0.04233871061
346	0.0422125921
347	0.042047184
348	0.04187984228
349	0.04171491554
350	0.04156542859
351	0.04140212405
352	0.04117163999
353	0.0410497917
354	0.04087935482
355	0.04070608717
356	0.04054721111
357	0.04043051981
358	0.04028447337
359	0.04011232345
360	0.03997054942
361	0.03978439451
362	0.0396073674
363	0.03949934518
364	0.03933980956
365	0.03920014749
366	0.03900359316
367	0.03885809801
368	0.03876754046
369	0.03864922797
370	0.0384379877
371	0.03833392115
372	0.03820287239
373	0.03811562186
374	0.03795180592
375	0.03781396358
376	0.03769768127
377	0.03757055621
378	0.03745534342
379	0.03729621405
380	0.03717879335
381	0.03705493455
382	0.03694839687
383	0.03683008214
384	0.03667150538
385	0.03652161109
386	0.03638801959
387	0.0362853318
388	0.03614301166
389	0.03604881789
390	0.03589248313
391	0.03574001545
392	0.03556910446
393	0.03544746945
394	0.0352496134
395	0.03516285977
396	0.03507934792
397	0.03490570459
398	0.03479110885
399	0.03468416413
400	0.03457136458
401	0.03443302855
402	0.03433764525
403	0.03425148737
404	0.03416281984
405	0.0340131741
406	0.03392398519
407	0.03382308107
408	0.03365145813
409	0.03349010165
410	0.03341475452
411	0.03329132407
412	0.03316277026
413	0.03305086363
414	0.0329630408
415	0.03288240387
416	0.03273932339
417	0.03263662999
418	0.03259232765
419	0.03249109065
420	0.03239905123
421	0.0322961551
422	0.03220064168
423	0.03208901533
424	0.03200324387
425	0.03191666079
426	0.03177463918
427	0.03165583039
428	0.03153905457
429	0.03149755025
430	0.03141805493
431	0.03131734796
432	0.03117227645
433	0.03108688824
434	0.03096861187
435	0.03084865923
436	0.03074568806
437	0.03062262826
438	0.03053248681
439	0.03044922406
440	0.03033823994
441	0.03026532182
442	0.03015930019
443	0.03006796909
444	0.03001679119
445	0.02994281735
446	0.02986195182
447	0.0297685977
448	0.02967859214
449	0.02960706456
450	0.02953496635
451	0.02945311652
452	0.02935118827
453	0.02924330277
454	0.02918797198
455	0.0290654791
456	0.02894786661
457	0.02884187517
458	0.02876752213
459	0.02870409892
460	0.02858747179
461	0.02846867878
462	0.02837799334
463	0.02827313857
464	0.02821396831
465	0.02809401594
466	0.02800617771
467	0.02794402808
468	0.02788131677
469	0.02778951135
470	0.02768309335
471	0.02758496262
472	0.02753503752
473	0.02745542573
474	0.02736405143
475	0.02727791368
476	0.02721441716
477	0.02712128741
478	0.02704768635
479	0.02693603323
480	0.02685242446
481	0.0268071889
482	0.02672158396
483	0.02663599206
484	0.02654198323
485	0.02647956091
486	0.02642084958
487	0.02634460565
488	0.02627484685
489	0.02619844228
490	0.02612734327
491	0.026050063
492	0.02596131762
493	0.02593707941
494	0.02585023631
495	0.02578494583
496	0.0257342138
497	0.02564091079
498	0.0255692111
499	0.02549238127
500	0.02542189673
501	0.02536390751
502	0.0252765019
503	0.02521067987
504	0.02512431035
505	0.025078072
506	0.0249876807
507	0.0249329254
508	0.0248489353
509	0.02476894334
510	0.02468984489
511	0.02459566689
512	0.02453962872
513	0.02448350935
514	0.02442441589
515	0.02437593695
516	0.02429846708
517	0.02424187544
518	0.0241542115
519	0.02406828286
520	0.02400048094
521	0.02394748362
522	0.02387446912
523	0.02383578403
524	0.02373424105
525	0.02367909442
526	0.02360298939
527	0.02351390534
528	0.02345062951
529	0.02333558477
530	0.02327302278
531	0.02321408882
532	0.02316313319
533	0.02312046637
534	0.02302893451
535	0.02295426517
536	0.02290790289
537	0.02283302121
538	0.02277206397
539	0.02269572209
540	0.02263252643
541	0.02257067919
542	0.02250265236
543	0.02242269132
544	0.02236940713
545	0.02230490842
546	0.02226272351
547	0.0222008531
548	0.02214296405
549	0.02206740577
550	0.02201531667
551	0.02195818862
552	0.02189145131
553	0.02183453698
554	0.02176859183
555	0.0217208256
556	0.02166809104
557	0.02162480861
558	0.02158682198
559	0.02151443746
560	0.0214686676
561	0.02140404525
562	0.02132989112
563	0.02127204217
564	0.02120634219
565	0.02116183018
566	0.02109077735
567	0.02102122085
568	0.02095189772
569	0.02088961534
570	0.02082920882
571	0.0207761182
572	0.0207214251
573	0.02066982476
574	0.02061261815
575	0.02055349117
576	0.02051396939
577	0.02045920323
578	0.02039772726
579	0.02036452142
580	0.02032738211
581	0.02026909273
582	0.02023343964
583	0.02015791117
584	0.02011538356
585	0.02006545683
586	0.01999905936
587	0.01994735367
588	0.01990369249
589	0.0198414097
590	0.01979602438
591	0.01975421718
592	0.01969452196
593	0.01965547616
594	0.01962286485
595	0.01957051342
596	0.01952236194
597	0.01946650657
598	0.01942565706
599	0.01939353763
600	0.01933555899
601	0.01929251662
602	0.01924696233
603	0.01920424948
604	0.01915448411
605	0.01912385942
606	0.01909229504
607	0.0190299427
608	0.01897751717
609	0.01894380756
610	0.01888401071
611	0.01882974113
612	0.01876793816
613	0.01872571424
614	0.01868550691
615	0.01863815508
616	0.01858394102
617	0.01851388296
618	0.01847180482
619	0.01842748173
620	0.01838044807
621	0.01835115437
622	0.01829950052
623	0.0182368634
624	0.01821266883
625	0.01816580075
626	0.01811328502
627	0.01807512545
628	0.01802589662
629	0.01798056323
630	0.01791682386
631	0.01787027227
632	0.01781543103
633	0.01778819777
634	0.01774085101
635	0.01767452358
636	0.0176408483
637	0.01760865425
638	0.01755356734
639	0.01751128236
640	0.01746105902
641	0.01742981364
642	0.01739140089
643	0.0173540851
644	0.01730609895
645	0.01725412668
646	0.01721900622
647	0.01718752634
648	0.01715695981
649	0.01712077649
650	0.01706406857
651	0.01702395658
652	0.01699656516
653	0.01693796632
654	0.0169007419
655	0.01686283403
656	0.0168421377
657	0.01680467944
658	0.01676542805
659	0.01674957955
660	0.01671876323
661	0.01669264031
662	0.01663566314
663	0.01658913117
664	0.01652777874
665	0.01648787573
666	0.01645064043
667	0.0163868011
668	0.0163492178
669	0.01630811673
670	0.01627257299
671	0.016244603
672	0.01620062563
673	0.0161747177
674	0.01613906375
675	0.0160980207
676	0.01605708465
677	0.01603340919
678	0.01598515483
679	0.01595401054
680	0.01592743353
681	0.01589998141
682	0.01586814558
683	0.01583540958
684	0.01577587942
685	0.01572922167
686	0.01569315932
687	0.01566706115
688	0.01563144558
689	0.01560081711
690	0.01557185644
691	0.01553948425
692	0.01550421082
693	0.0154847415
694	0.01544767181
695	0.01541545943
696	0.01538206097
697	0.01534476875
698	0.01529735808
699	0.01526485418
700	0.0152201988
701	0.01518415728
702	0.01515360387
703	0.01511714101
704	0.01509428958
705	0.01506538313
706	0.01504034558
707	0.01499631084
708	0.01497161546
709	0.01495234663
710	0.01492841111
711	0.01488529657
712	0.01485915096
713	0.01482811622
714	0.01479765806
715	0.01477069365
716	0.01475158829
717	0.01471717969
718	0.01469157809
719	0.01466187564
720	0.01463806623
721	0.01461095575
722	0.01457395328
723	0.01454594888
724	0.01452739659
725	0.01450053579
726	0.01446737936
727	0.01444197523
728	0.0144153017
729	0.01437664333
730	0.01435464709
731	0.01432810951
732	0.01430082379
733	0.01428667779
734	0.0142579254
735	0.01424375847
736	0.01420958261
737	0.01418387754
738	0.01414439495
739	0.01412170661
740	0.01408212219
741	0.01405731888
742	0.0140247459
743	0.0139981561
744	0.01398009261
745	0.01394347112
746	0.01390208398
747	0.01387834627
748	0.01384438544
749	0.01381516397
750	0.01377226093
751	0.01374173434
752	0.01370459317
753	0.01368195204
754	0.01365799748
755	0.01362911552
756	0.01360632314
757	0.01357469797
758	0.01355327165
759	0.01352381379
760	0.01348877971
761	0.01344860628
762	0.01342274532
763	0.01339841708
764	0.01337274026
765	0.01334733788
766	0.01332581486
767	0.01329070713
768	0.01326554472
769	0.01324353728
770	0.01319607684
771	0.01317500437
772	0.01312548357
773	0.01310917006
774	0.01308545171
775	0.01306246839
776	0.01303418288
777	0.01300288344
778	0.01296497219
779	0.0129285099
780	0.01289329928
781	0.01287082408
782	0.0128273011
783	0.0128054534
784	0.01277839517
785	0.01275569309
786	0.01273140953
787	0.01271148952
788	0.01268766622
789	0.01264956609
790	0.01262516528
791	0.01260915666
792	0.01258134716
793	0.01256102843
794	0.01253942003
795	0.01250224646
796	0.01248112803
797	0.01245446991
798	0.01242924598
799	0.0124050605
800	0.01238293325
801	0.01235644653
802	0.01233101569
803	0.01231252586
804	0.01229092867
805	0.01226644658
806	0.01223908508
807	0.01221920591
808	0.01220158612
809	0.01217765109
810	0.01214641514
811	0.01212554455
812	0.01210111049
813	0.01207250278
814	0.01205660818
815	0.01202374216
816	0.01199812473
817	0.01197454716
818	0.01194496055
819	0.01192466568
820	0.01189791779
821	0.01187940856
822	0.01184210812
823	0.01182003571
824	0.01179839031
825	0.01177388487
826	0.0117444204
827	0.01171336628
828	0.01169073037
829	0.01166603442
830	0.01163423764
831	0.01160802774
832	0.01157794682
833	0.01155162764
834	0.01152772408
835	0.01150606778
836	0.01148061474
837	0.01146050731
838	0.01144176595
839	0.01141699353
840	0.01139330727
841	0.01135890372
842	0.01133084576
843	0.01130515787
844	0.01129166739
845	0.01125979217
846	0.01124500288
847	0.01122502955
848	0.01120187093
849	0.01118069493
850	0.01116503965
851	0.01115687455
852	0.01113253385
853	0.01110896918
854	0.01108356173
855	0.01105844661
856	0.0110344034
857	0.01102273737
858	0.01099413589
859	0.01096900564
860	0.01094780731
861	0.01092399333
862	0.01090547654
863	0.01088529595
864	0.01086694336
865	0.01083446172
866	0.01081182158
867	0.01078544244
868	0.01077146302
869	0.01075902468
870	0.01073997995
871	0.01071991816
872	0.010696127
873	0.01069113652
874	0.0106683337
875	0.01064932684
876	0.01062865471
877	0.01060852533
878	0.01058904207
879	0.01057298681
880	0.01055209306
881	0.01053078744
882	0.01051519258
883	0.01049360029
884	0.01047120496
885	0.01045335011
886	0.01043204196
887	0.01041566045
888	0.01039355412
889	0.01035805863
890	0.0103333245
891	0.01031316625
892	0.01029463432
893	0.01027505605
894	0.01026388236
895	0.01024172997
896	0.01022806797
897	0.01020469748
898	0.01018698444
899	0.0101661264
900	0.01015511824
901	0.01013810949
902	0.01011110204
903	0.01009029948
904	0.01006061294
905	0.01005066902
906	0.01003264217
907	0.01002106908
908	0.01000434895
909	0.009985778604
910	0.009968734893
911	0.009948323644
912	0.009927361107
913	0.009907246797
914	0.009885517543
915	0.009868945625
916	0.009844115436
917	0.009821477556
918	0.009801663641
919	0.009778480872
920	0.009753682871
921	0.0097390861
922	0.009720833844
923	0.009698048037
924	0.009680870342
925	0.009670108012
926	0.009652231285
927	0.009629594547
928	0.009611873976
929	0.009595428442
930	0.009571642943
931	0.009549176363
932	0.009522754002
933	0.009502278668
934	0.009482335487
935	0.009460635425
936	0.009440356376
937	0.009424163205
938	0.009409333822
939	0.009393497385
940	0.009375141964
941	0.009358522119
942	0.00933403559
943	0.009319367349
944	0.009293275797
945	0.009271630633
946	0.009263644022
947	0.009254856432
948	0.009240923903
949	0.009218928163
950	0.009203827342
951	0.009181679168
952	0.009169625388
953	0.009155452185
954	0.00914127242
955	0.009123209866
956	0.009107936606
957	0.009099731584
958	0.009081289975
959	0.009076039753
960	0.00906376439
961	0.0090370551
962	0.009022648581
963	0.009003204029
964	0.008986659218
965	0.008968147423
966	0.008951070849
967	0.008949992173
968	0.008938053588
969	0.008925185424
970	0.008907777181
971	0.00888966453
972	0.008867637822
973	0.008849120458
974	0.008834983425
975	0.008825265673
976	0.00880642601
977	0.008789265159
978	0.00877440514
979	0.008749183562
980	0.008733407691
981	0.008717080996
982	0.008702771367
983	0.008687736115
984	0.008671520366
985	0.008655329006
986	0.008639076973
987	0.00862824774
988	0.00861705329
989	0.008603180553
990	0.008594365943
991	0.008583073214
992	0.008569264294
993	0.008560006063
994	0.008543403885
995	0.008528261153
996	0.008519574643
997	0.008502930959
998	0.008490543212
999	0.008475951086
